Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_MRP_Categories
NCX29,10.0,Non_Edible,0.089135671,Non_Consumable,146.9102,OUT035,2004,Small,Tier 2,Supermarket Type1,3207.8244,101-150
FDY36,12.3,Low_Fat,0.009410528,Food,73.738,OUT046,1997,Small,Tier 1,Supermarket Type1,1318.284,51-100
FDZ07,15.1,Regular,0.0,Food,63.7194,OUT018,2009,Medium,Tier 3,Supermarket Type2,1362.2268,51-100
FDP60,17.35,Low_Fat,0.0,Food,101.9016,OUT013,1987,High,Tier 3,Supermarket Type1,1821.6288,101-150
NCU53,5.485,Non_Edible,0.042743728,Non_Consumable,166.2842,OUT035,2004,Small,Tier 2,Supermarket Type1,1989.4104,151-200
FDF10,15.5,Regular,0.157246634,Food,145.6418,OUT045,2002,Small,Tier 2,Supermarket Type1,2207.127,101-150
DRQ35,9.3,Low_Fat,0.042086652,Drink,122.4388,OUT027,1985,Medium,Tier 3,Supermarket Type3,5448.9072,101-150
FDG29,17.6,Low_Fat,0.056019324,Food,40.0454,OUT027,1985,Medium,Tier 3,Supermarket Type3,419.454,0-50
FDL39,16.1,Regular,0.063319379,Food,180.9318,OUT035,2004,Small,Tier 2,Supermarket Type1,1984.7498,151-200
DRB25,12.3,Low_Fat,0.116261335,Drink,107.0938,OUT010,1998,Small,Tier 3,Grocery Store,214.3876,101-150
FDY10,17.6,Low_Fat,0.049345425,Food,115.4176,OUT017,2007,Small,Tier 2,Supermarket Type1,1145.176,101-150
DRI11,8.26,Low_Fat,0.03447406,Drink,117.0834,OUT045,2002,Small,Tier 2,Supermarket Type1,1612.5676,101-150
NCB54,8.76,Non_Edible,0.050130529,Non_Consumable,128.3336,OUT049,1999,Medium,Tier 1,Supermarket Type1,2556.672,101-150
FDY51,12.5,Low_Fat,0.081119484,Food,220.0798,OUT035,2004,Small,Tier 2,Supermarket Type1,1322.2788,201-250
NCF30,17.0,Non_Edible,0.126440335,Non_Consumable,125.2362,OUT049,1999,Medium,Tier 1,Supermarket Type1,1384.1982,101-150
FDJ55,12.8,Regular,0.023511371,Food,225.9404,OUT013,1987,High,Tier 3,Supermarket Type1,4950.8888,201-250
FDA55,17.2,Regular,0.056713056,Food,223.8088,OUT027,1985,Medium,Tier 3,Supermarket Type3,5592.72,201-250
NCB06,17.6,Non_Edible,0.137807013,Non_Consumable,161.792,OUT010,1998,Small,Tier 3,Grocery Store,159.792,151-200
NCG54,12.1,Non_Edible,0.079419801,Non_Consumable,172.3106,OUT027,1985,Medium,Tier 3,Supermarket Type3,5475.5392,151-200
FDM60,10.8,Regular,0.048339408,Food,41.5138,OUT018,2009,Medium,Tier 3,Supermarket Type2,446.7518,0-50
FDN56,5.46,Regular,0.107662745,Food,143.8786,OUT017,2007,Small,Tier 2,Supermarket Type1,4334.358,101-150
FDH50,15.0,Regular,0.16143544,Food,185.1266,OUT046,1997,Small,Tier 1,Supermarket Type1,2766.399,151-200
FDR32,6.78,Regular,0.08573655,Food,229.5694,OUT013,1987,High,Tier 3,Supermarket Type1,3425.541,201-250
FDR02,16.7,Low_Fat,0.022065676,Food,110.5886,OUT046,1997,Small,Tier 1,Supermarket Type1,1556.6404,101-150
FDE50,19.7,Regular,0.016202582,Food,188.2556,OUT035,2004,Small,Tier 2,Supermarket Type1,3379.6008,151-200
FDL45,15.6,Low_Fat,0.037764269,Food,124.9704,OUT045,2002,Small,Tier 2,Supermarket Type1,2253.0672,101-150
NCM26,20.5,Non_Edible,0.023274107,Non_Consumable,154.134,OUT017,2007,Small,Tier 2,Supermarket Type1,2909.546,151-200
FDL13,13.85,Regular,0.056432784,Food,234.93,OUT045,2002,Small,Tier 2,Supermarket Type1,4660.6,201-250
FDK26,5.46,Regular,0.032177405,Food,185.424,OUT046,1997,Small,Tier 1,Supermarket Type1,5219.872,151-200
FDH53,20.5,Regular,0.0,Food,82.8592,OUT035,2004,Small,Tier 2,Supermarket Type1,908.1512,51-100
FDB60,9.3,Low_Fat,0.028566433,Food,193.0136,OUT049,1999,Medium,Tier 1,Supermarket Type1,4860.34,151-200
FDG33,5.365,Regular,0.140213762,Food,173.7764,OUT035,2004,Small,Tier 2,Supermarket Type1,4637.9628,151-200
FDQ58,7.315,Low_Fat,0.01530184,Food,154.434,OUT046,1997,Small,Tier 1,Supermarket Type1,1378.206,151-200
FDL50,12.15,Regular,0.042552418,Food,123.5046,OUT017,2007,Small,Tier 2,Supermarket Type1,1743.0644,101-150
FDY07,11.8,Low_Fat,0.0,Food,45.9402,OUT027,1985,Medium,Tier 3,Supermarket Type3,872.8638,0-50
FDO46,9.6,Regular,0.014234595,Food,190.2872,OUT049,1999,Medium,Tier 1,Supermarket Type1,4727.18,151-200
DRJ13,12.65,Low_Fat,0.062837968,Drink,161.5578,OUT013,1987,High,Tier 3,Supermarket Type1,2406.867,151-200
FDO52,11.6,Regular,0.076790922,Food,172.1106,OUT027,1985,Medium,Tier 3,Supermarket Type3,2566.659,151-200
FDK25,11.6,Regular,0.157075658,Food,166.6474,OUT049,1999,Medium,Tier 1,Supermarket Type1,4211.185,151-200
NCK17,11.0,Non_Edible,0.0,Non_Consumable,40.348,OUT019,1985,Small,Tier 1,Grocery Store,79.896,0-50
FDW13,8.5,Low_Fat,0.097866209,Food,51.1324,OUT035,2004,Small,Tier 2,Supermarket Type1,1350.2424,51-100
FDR37,16.5,Regular,0.110888167,Food,181.6292,OUT010,1998,Small,Tier 3,Grocery Store,1094.5752,151-200
NCW06,16.2,Non_Edible,0.08425957,Non_Consumable,192.3162,OUT010,1998,Small,Tier 3,Grocery Store,769.6648,151-200
NCQ06,13.0,Non_Edible,0.04188955,Non_Consumable,255.9014,OUT049,1999,Medium,Tier 1,Supermarket Type1,3315.0182,
NCW05,20.25,Non_Edible,0.148372897,Non_Consumable,108.8938,OUT045,2002,Small,Tier 2,Supermarket Type1,3644.5892,101-150
FDK20,12.6,Regular,0.04179272,Food,122.0072,OUT017,2007,Small,Tier 2,Supermarket Type1,1347.5792,101-150
NCO17,10.0,Non_Edible,0.073678663,Non_Consumable,120.944,OUT018,2009,Medium,Tier 3,Supermarket Type2,2037.348,101-150
FDE45,12.1,Low_Fat,0.040323731,Food,180.0002,OUT013,1987,High,Tier 3,Supermarket Type1,4656.6052,151-200
NCP18,12.15,Non_Edible,0.028592842,Non_Consumable,151.0708,OUT035,2004,Small,Tier 2,Supermarket Type1,2858.9452,151-200
FDT10,16.7,Regular,0.062044506,Food,57.4562,OUT046,1997,Small,Tier 1,Supermarket Type1,948.0992,51-100
NCM05,6.825,Non_Edible,0.059846975,Non_Consumable,262.5226,OUT046,1997,Small,Tier 1,Supermarket Type1,9779.9362,
FDV26,20.25,Regular,0.076160451,Food,196.2794,OUT046,1997,Small,Tier 1,Supermarket Type1,2731.1116,151-200
FDZ56,16.25,Low_Fat,0.025776994,Food,169.9474,OUT049,1999,Medium,Tier 1,Supermarket Type1,2863.6058,151-200
FDI09,20.75,Regular,0.129864461,Food,240.188,OUT018,2009,Medium,Tier 3,Supermarket Type2,5992.2,201-250
FDO39,6.985,Regular,0.13725257,Food,183.7608,OUT013,1987,High,Tier 3,Supermarket Type1,2940.1728,151-200
NCU17,5.32,Non_Edible,0.0,Non_Consumable,101.7674,OUT013,1987,High,Tier 3,Supermarket Type1,1120.5414,101-150
NCP17,19.35,Non_Edible,0.027714371,Non_Consumable,65.6168,OUT046,1997,Small,Tier 1,Supermarket Type1,830.9184,51-100
FDX28,6.325,Low_Fat,0.0,Food,100.7042,OUT027,1985,Medium,Tier 3,Supermarket Type3,3174.5344,101-150
FDZ46,7.485,Low_Fat,0.06911065,Food,109.0228,OUT035,2004,Small,Tier 2,Supermarket Type1,2542.0244,101-150
FDT01,13.65,Regular,0.18454121,Food,211.5902,OUT045,2002,Small,Tier 2,Supermarket Type1,4672.5844,201-250
FDL40,17.7,Low_Fat,0.019438042,Food,95.541,OUT010,1998,Small,Tier 3,Grocery Store,96.541,51-100
FDX07,19.2,Regular,0.0,Food,182.095,OUT010,1998,Small,Tier 3,Grocery Store,732.38,151-200
FDQ46,7.51,Low_Fat,0.104400238,Food,113.5544,OUT017,2007,Small,Tier 2,Supermarket Type1,894.8352,101-150
NCH55,16.35,Non_Edible,0.034813556,Non_Consumable,128.402,OUT018,2009,Medium,Tier 3,Supermarket Type2,1265.02,101-150
FDH16,10.5,Low_Fat,0.052852621,Food,88.783,OUT017,2007,Small,Tier 2,Supermarket Type1,2067.309,51-100
FDP36,10.395,Regular,0.0,Food,51.4008,OUT018,2009,Medium,Tier 3,Supermarket Type2,556.6088,51-100
FDY26,20.6,Regular,0.030634813,Food,212.9244,OUT018,2009,Medium,Tier 3,Supermarket Type2,2540.6928,201-250
FDK48,7.445,Low_Fat,0.037690731,Food,73.3354,OUT049,1999,Medium,Tier 1,Supermarket Type1,451.4124,51-100
FDQ13,11.1,Low_Fat,0.018632082,Food,82.9908,OUT019,1985,Small,Tier 1,Grocery Store,503.3448,51-100
FDZ35,9.6,Regular,0.022274264,Food,101.699,OUT035,2004,Small,Tier 2,Supermarket Type1,2992.771,101-150
DRG27,8.895,Low_Fat,0.0,Drink,42.0138,OUT018,2009,Medium,Tier 3,Supermarket Type2,568.5932,0-50
NCA06,20.5,Non_Edible,0.0,Non_Consumable,37.119,OUT018,2009,Medium,Tier 3,Supermarket Type2,842.237,0-50
NCU41,18.85,Non_Edible,0.052044976,Non_Consumable,192.1846,OUT035,2004,Small,Tier 2,Supermarket Type1,3248.4382,151-200
NCX17,21.25,Non_Edible,0.113833823,Non_Consumable,232.83,OUT045,2002,Small,Tier 2,Supermarket Type1,1398.18,201-250
FDI32,17.7,Low_Fat,0.173529036,Food,113.2834,OUT027,1985,Medium,Tier 3,Supermarket Type3,4376.9692,101-150
FDV22,14.85,Regular,0.009979271,Food,155.763,OUT018,2009,Medium,Tier 3,Supermarket Type2,3129.26,151-200
FDW21,5.34,Regular,0.005963881,Food,99.5358,OUT046,1997,Small,Tier 1,Supermarket Type1,1407.5012,51-100
FDH10,21.0,Low_Fat,0.049505857,Food,195.3478,OUT018,2009,Medium,Tier 3,Supermarket Type2,1162.4868,151-200
NCW06,16.2,Non_Edible,0.050545502,Non_Consumable,191.6162,OUT018,2009,Medium,Tier 3,Supermarket Type2,1731.7458,151-200
FDZ47,20.7,Regular,0.0,Food,98.7042,OUT017,2007,Small,Tier 2,Supermarket Type1,1884.8798,51-100
FDL16,12.85,Low_Fat,0.16871476,Food,47.306,OUT049,1999,Medium,Tier 1,Supermarket Type1,1071.938,0-50
FDJ45,17.75,Low_Fat,0.128532558,Food,34.2216,OUT019,1985,Small,Tier 1,Grocery Store,173.108,0-50
FDP27,8.155,Low_Fat,0.119428052,Food,190.853,OUT035,2004,Small,Tier 2,Supermarket Type1,2466.789,151-200
FDV21,11.5,Low_Fat,0.170254469,Food,124.8704,OUT027,1985,Medium,Tier 3,Supermarket Type3,2127.8968,101-150
NCV30,20.2,Non_Edible,0.065612808,Non_Consumable,62.351,OUT027,1985,Medium,Tier 3,Supermarket Type3,2150.534,51-100
FDO16,5.48,Low_Fat,0.015108194,Food,83.725,OUT046,1997,Small,Tier 1,Supermarket Type1,1165.15,51-100
NCG43,20.2,Non_Edible,0.124261614,Non_Consumable,93.6462,OUT010,1998,Small,Tier 3,Grocery Store,277.6386,51-100
FDJ27,17.7,Regular,0.122123201,Food,100.7674,OUT045,2002,Small,Tier 2,Supermarket Type1,814.9392,101-150
FDW38,5.325,Regular,0.23212188,Food,55.5298,OUT010,1998,Small,Tier 3,Grocery Store,53.9298,51-100
FDA44,19.7,Low_Fat,0.053439522,Food,55.093,OUT018,2009,Medium,Tier 3,Supermarket Type2,1018.674,51-100
FDH32,12.8,Low_Fat,0.076045655,Food,96.541,OUT035,2004,Small,Tier 2,Supermarket Type1,3765.099,51-100
FDR48,11.65,Low_Fat,0.130867413,Food,150.8024,OUT027,1985,Medium,Tier 3,Supermarket Type3,4402.2696,151-200
FDS46,17.6,Regular,0.047524635,Food,118.2782,OUT017,2007,Small,Tier 2,Supermarket Type1,715.0692,101-150
NCK18,9.6,Non_Edible,0.006692529,Non_Consumable,164.9184,OUT013,1987,High,Tier 3,Supermarket Type1,2972.1312,151-200
FDO60,20.0,Low_Fat,0.034363029,Food,43.5086,OUT035,2004,Small,Tier 2,Supermarket Type1,401.4774,0-50
FDZ10,17.85,Low_Fat,0.04453262,Food,127.202,OUT049,1999,Medium,Tier 1,Supermarket Type1,2656.542,101-150
FDK60,16.5,Regular,0.093846532,Food,95.7068,OUT035,2004,Small,Tier 2,Supermarket Type1,1069.2748,51-100
FDZ38,17.6,Low_Fat,0.008046275,Food,173.7422,OUT017,2007,Small,Tier 2,Supermarket Type1,5863.0348,151-200
FDK08,9.195,Regular,0.122802943,Food,100.1016,OUT018,2009,Medium,Tier 3,Supermarket Type2,1113.2176,101-150
FDP19,11.5,Low_Fat,0.0,Food,128.4652,OUT049,1999,Medium,Tier 1,Supermarket Type1,2841.6344,101-150
NCS17,18.6,Non_Edible,0.080111611,Non_Consumable,94.6436,OUT027,1985,Medium,Tier 3,Supermarket Type3,4065.3748,51-100
FDT26,18.85,Regular,0.067624438,Food,120.944,OUT027,1985,Medium,Tier 3,Supermarket Type3,1078.596,101-150
FDP27,8.155,Low_Fat,0.119692888,Food,188.453,OUT045,2002,Small,Tier 2,Supermarket Type1,4364.319,151-200
DRD12,6.96,Low_Fat,0.077508015,Drink,92.3146,OUT018,2009,Medium,Tier 3,Supermarket Type2,1094.5752,51-100
FDI16,14.0,Regular,0.135118202,Food,52.564,OUT027,1985,Medium,Tier 3,Supermarket Type3,2290.352,51-100
FDT32,19.0,Regular,0.10985775,Food,188.8214,OUT010,1998,Small,Tier 3,Grocery Store,188.4214,151-200
NCJ43,6.635,Non_Edible,0.027069402,Non_Consumable,174.9396,OUT046,1997,Small,Tier 1,Supermarket Type1,1744.396,151-200
FDE23,17.6,Regular,0.053397642,Food,46.706,OUT018,2009,Medium,Tier 3,Supermarket Type2,699.09,0-50
FDJ21,16.7,Regular,0.03858813,Food,144.6102,OUT049,1999,Medium,Tier 1,Supermarket Type1,3353.6346,101-150
FDB03,17.75,Regular,0.156802171,Food,242.1538,OUT035,2004,Small,Tier 2,Supermarket Type1,4326.3684,201-250
FDY13,12.1,Low_Fat,0.030188505,Food,77.367,OUT045,2002,Small,Tier 2,Supermarket Type1,612.536,51-100
NCP02,7.105,Non_Edible,0.044991294,Non_Consumable,59.2562,OUT018,2009,Medium,Tier 3,Supermarket Type2,651.8182,51-100
DRI51,17.25,Low_Fat,0.0,Drink,171.5764,OUT045,2002,Small,Tier 2,Supermarket Type1,4637.9628,151-200
FDW22,9.695,Regular,0.030413777,Food,221.3114,OUT018,2009,Medium,Tier 3,Supermarket Type2,2217.114,201-250
FDM58,16.85,Regular,0.080015028,Food,111.8544,OUT018,2009,Medium,Tier 3,Supermarket Type2,1677.816,101-150
FDC09,15.5,Regular,0.026355345,Food,100.8332,OUT045,2002,Small,Tier 2,Supermarket Type1,1537.998,101-150
FDO58,19.6,Low_Fat,0.039638705,Food,166.0526,OUT049,1999,Medium,Tier 1,Supermarket Type1,3124.5994,151-200
FDL56,14.1,Low_Fat,0.126035694,Food,86.4198,OUT045,2002,Small,Tier 2,Supermarket Type1,1133.8574,51-100
FDH19,19.35,Low_Fat,0.033082215,Food,172.5738,OUT035,2004,Small,Tier 2,Supermarket Type1,4865.6664,151-200
FDP26,7.785,Low_Fat,0.139436695,Food,103.0306,OUT013,1987,High,Tier 3,Supermarket Type1,2404.2038,101-150
DRJ24,11.8,Low_Fat,0.11350542,Drink,186.8924,OUT049,1999,Medium,Tier 1,Supermarket Type1,2961.4784,151-200
FDT10,16.7,Regular,0.103849783,Food,58.8562,OUT010,1998,Small,Tier 3,Grocery Store,59.2562,51-100
FDP37,15.6,Low_Fat,0.142986863,Food,130.3994,OUT013,1987,High,Tier 3,Supermarket Type1,2826.9868,101-150
DRH13,8.575,Low_Fat,0.023934398,Drink,105.828,OUT045,2002,Small,Tier 2,Supermarket Type1,958.752,101-150
FDS20,8.85,Low_Fat,0.053822086,Food,183.8292,OUT013,1987,High,Tier 3,Supermarket Type1,2554.0088,151-200
NCN19,13.1,Non_Edible,0.021184746,Non_Consumable,189.553,OUT019,1985,Small,Tier 1,Grocery Store,379.506,151-200
FDL40,17.7,Low_Fat,0.01161096,Food,95.041,OUT035,2004,Small,Tier 2,Supermarket Type1,868.869,51-100
NCN19,13.1,Non_Edible,0.012167988,Non_Consumable,190.253,OUT017,2007,Small,Tier 2,Supermarket Type1,4174.566,151-200
FDJ09,15.0,Low_Fat,0.058485617,Food,44.7744,OUT049,1999,Medium,Tier 1,Supermarket Type1,679.116,0-50
FDX44,9.3,Low_Fat,0.042930789,Food,88.5172,OUT013,1987,High,Tier 3,Supermarket Type1,1427.4752,51-100
NCQ42,13.05,Non_Edible,0.068753558,Non_Consumable,127.9678,OUT019,1985,Small,Tier 1,Grocery Store,254.3356,101-150
FDQ24,15.7,Low_Fat,0.074083388,Food,253.3724,OUT017,2007,Small,Tier 2,Supermarket Type1,6795.1548,
NCQ06,13.0,Non_Edible,0.041994899,Non_Consumable,254.7014,OUT018,2009,Medium,Tier 3,Supermarket Type2,5100.028,
FDG24,7.975,Low_Fat,0.014653896,Food,82.425,OUT049,1999,Medium,Tier 1,Supermarket Type1,749.025,51-100
FDV39,11.3,Low_Fat,0.007321067,Food,197.7426,OUT017,2007,Small,Tier 2,Supermarket Type1,2570.6538,151-200
FDV26,20.25,Regular,0.076470697,Food,196.1794,OUT018,2009,Medium,Tier 3,Supermarket Type2,2731.1116,151-200
FDW31,11.35,Regular,0.04324563,Food,199.4742,OUT045,2002,Small,Tier 2,Supermarket Type1,2587.9646,151-200
FDN12,15.6,Low_Fat,0.13575135,Food,111.5544,OUT010,1998,Small,Tier 3,Grocery Store,223.7088,101-150
NCK29,5.615,Non_Edible,0.210511558,Non_Consumable,121.373,OUT010,1998,Small,Tier 3,Grocery Store,123.173,101-150
FDM58,16.85,Regular,0.133385398,Food,109.8544,OUT010,1998,Small,Tier 3,Grocery Store,223.7088,101-150
NCM07,9.395,Non_Edible,0.039961837,Non_Consumable,84.0908,OUT046,1997,Small,Tier 1,Supermarket Type1,419.454,51-100
FDA07,7.55,Regular,0.03107068,Food,122.4072,OUT018,2009,Medium,Tier 3,Supermarket Type2,857.5504,101-150
FDQ31,5.785,Regular,0.053802405,Food,85.9856,OUT013,1987,High,Tier 3,Supermarket Type1,1494.0552,51-100
FDG26,18.85,Low_Fat,0.042614361,Food,255.333,OUT013,1987,High,Tier 3,Supermarket Type1,1794.331,
FDD29,12.15,Low_Fat,0.018514652,Food,252.7698,OUT017,2007,Small,Tier 2,Supermarket Type1,5834.4054,
DRF48,5.73,Low_Fat,0.05190652,Drink,188.1898,OUT045,2002,Small,Tier 2,Supermarket Type1,1496.7184,151-200
FDK15,10.8,Low_Fat,0.172309903,Food,98.2042,OUT019,1985,Small,Tier 1,Grocery Store,198.4084,51-100
FDD52,18.25,Regular,0.18329488,Food,111.657,OUT046,1997,Small,Tier 1,Supermarket Type1,1537.998,101-150
FDN25,7.895,Regular,0.107110465,Food,55.5588,OUT019,1985,Small,Tier 1,Grocery Store,229.0352,51-100
FDS12,9.1,Low_Fat,0.174827835,Food,127.2362,OUT018,2009,Medium,Tier 3,Supermarket Type2,1635.8706,101-150
FDY27,6.38,Low_Fat,0.031898175,Food,177.4344,OUT046,1997,Small,Tier 1,Supermarket Type1,1784.344,151-200
FDE02,8.71,Low_Fat,0.120663214,Food,95.6778,OUT027,1985,Medium,Tier 3,Supermarket Type3,2910.2118,51-100
NCM29,11.5,Non_Edible,0.017556795,Non_Consumable,129.9626,OUT027,1985,Medium,Tier 3,Supermarket Type3,3410.2276,101-150
FDI34,10.65,Regular,0.085135953,Food,232.3668,OUT046,1997,Small,Tier 1,Supermarket Type1,3685.8688,201-250
FDW55,12.6,Regular,0.021951613,Food,250.9092,OUT013,1987,High,Tier 3,Supermarket Type1,4731.1748,
FDX26,17.7,Low_Fat,0.153741385,Food,182.6292,OUT019,1985,Small,Tier 1,Grocery Store,182.4292,151-200
FDY20,12.5,Regular,0.081684728,Food,92.3488,OUT013,1987,High,Tier 3,Supermarket Type1,1177.1344,51-100
FDG20,15.5,Regular,0.125687917,Food,178.2028,OUT046,1997,Small,Tier 1,Supermarket Type1,1416.8224,151-200
DRE27,11.85,Low_Fat,0.132876847,Drink,98.0726,OUT049,1999,Medium,Tier 1,Supermarket Type1,1076.5986,51-100
FDB40,17.5,Regular,0.007538459,Food,144.2102,OUT035,2004,Small,Tier 2,Supermarket Type1,4082.6856,101-150
FDG57,14.7,Low_Fat,0.072238195,Food,47.5034,OUT013,1987,High,Tier 3,Supermarket Type1,972.068,0-50
FDY56,16.35,Regular,0.062411404,Food,225.9062,OUT046,1997,Small,Tier 1,Supermarket Type1,5416.9488,201-250
FDK09,15.2,Low_Fat,0.091745951,Food,229.0352,OUT035,2004,Small,Tier 2,Supermarket Type1,2290.352,201-250
FDK21,7.905,Low_Fat,0.010053105,Food,249.0408,OUT018,2009,Medium,Tier 3,Supermarket Type2,6258.52,201-250
FDS58,9.285,Regular,0.020989132,Food,158.6578,OUT013,1987,High,Tier 3,Supermarket Type1,2406.867,151-200
NCQ54,17.7,Non_Edible,0.012540003,Non_Consumable,167.0474,OUT035,2004,Small,Tier 2,Supermarket Type1,5895.659,151-200
DRD25,6.135,Low_Fat,0.138269873,Drink,111.686,OUT019,1985,Small,Tier 1,Grocery Store,452.744,101-150
FDT55,13.6,Regular,0.043646901,Food,155.7946,OUT035,2004,Small,Tier 2,Supermarket Type1,3471.4812,151-200
FDF24,15.5,Regular,0.02536567,Food,82.7934,OUT035,2004,Small,Tier 2,Supermarket Type1,1228.401,51-100
DRI47,14.7,Low_Fat,0.021005399,Drink,144.5128,OUT018,2009,Medium,Tier 3,Supermarket Type2,2588.6304,101-150
FDT10,16.7,Regular,0.062297249,Food,60.6562,OUT018,2009,Medium,Tier 3,Supermarket Type2,592.562,51-100
FDQ36,7.855,Regular,0.0,Food,38.1848,OUT019,1985,Small,Tier 1,Grocery Store,37.2848,0-50
FDT32,19.0,Regular,0.065621523,Food,186.5214,OUT035,2004,Small,Tier 2,Supermarket Type1,5275.7992,151-200
NCA53,11.395,Non_Edible,0.017295906,Non_Consumable,47.1034,OUT019,1985,Small,Tier 1,Grocery Store,145.8102,0-50
FDV36,18.7,Low_Fat,0.026450779,Food,124.902,OUT017,2007,Small,Tier 2,Supermarket Type1,2909.546,101-150
DRK47,7.905,Low_Fat,0.064011067,Drink,230.2694,OUT013,1987,High,Tier 3,Supermarket Type1,4567.388,201-250
NCW41,18.0,Non_Edible,0.01548171,Non_Consumable,159.3604,OUT045,2002,Small,Tier 2,Supermarket Type1,2059.9852,151-200
FDK32,16.25,Regular,0.049051717,Food,152.4682,OUT049,1999,Medium,Tier 1,Supermarket Type1,2439.4912,151-200
DRC13,8.26,Regular,0.032625074,Drink,124.673,OUT017,2007,Small,Tier 2,Supermarket Type1,1847.595,101-150
FDG31,12.15,Low_Fat,0.037864854,Food,63.0826,OUT013,1987,High,Tier 3,Supermarket Type1,322.913,51-100
FDS56,5.785,Regular,0.038749536,Food,262.0252,OUT035,2004,Small,Tier 2,Supermarket Type1,4459.5284,
FDO60,20.0,Low_Fat,0.034340926,Food,45.4086,OUT013,1987,High,Tier 3,Supermarket Type1,981.3892,0-50
FDS11,7.05,Regular,0.055644887,Food,224.9088,OUT049,1999,Medium,Tier 1,Supermarket Type1,2684.5056,201-250
FDP37,15.6,Low_Fat,0.143396175,Food,128.0994,OUT045,2002,Small,Tier 2,Supermarket Type1,2184.4898,101-150
NCP30,20.5,Non_Edible,0.032762495,Non_Consumable,40.0822,OUT035,2004,Small,Tier 2,Supermarket Type1,1257.0304,0-50
DRI23,18.85,Low_Fat,0.0,Drink,162.0578,OUT035,2004,Small,Tier 2,Supermarket Type1,3209.156,151-200
NCA06,20.5,Non_Edible,0.144094079,Non_Consumable,34.819,OUT017,2007,Small,Tier 2,Supermarket Type1,1061.951,0-50
FDA31,7.1,Low_Fat,0.110633958,Food,173.808,OUT017,2007,Small,Tier 2,Supermarket Type1,1211.756,151-200
NCW54,7.5,Non_Edible,0.0,Non_Consumable,59.2588,OUT049,1999,Medium,Tier 1,Supermarket Type1,916.1408,51-100
FDX13,7.725,Low_Fat,0.047782959,Food,249.1092,OUT046,1997,Small,Tier 1,Supermarket Type1,2490.092,201-250
FDT24,12.35,Regular,0.18614827,Food,78.2328,OUT049,1999,Medium,Tier 1,Supermarket Type1,1158.492,51-100
NCC18,19.1,Non_Edible,0.177545624,Non_Consumable,172.4422,OUT049,1999,Medium,Tier 1,Supermarket Type1,3621.2862,151-200
NCK06,5.03,Non_Edible,0.008604657,Non_Consumable,123.1756,OUT027,1985,Medium,Tier 3,Supermarket Type3,1211.756,101-150
FDR19,13.5,Regular,0.160044589,Food,145.4102,OUT045,2002,Small,Tier 2,Supermarket Type1,3499.4448,101-150
FDS59,14.8,Regular,0.043856919,Food,109.057,OUT013,1987,High,Tier 3,Supermarket Type1,2746.425,101-150
DRL35,15.7,Low_Fat,0.030697825,Drink,42.877,OUT035,2004,Small,Tier 2,Supermarket Type1,1168.479,0-50
FDD08,8.3,Low_Fat,0.03532494,Food,38.9506,OUT013,1987,High,Tier 3,Supermarket Type1,721.0614,0-50
FDD05,19.35,Low_Fat,0.016611475,Food,122.0098,OUT046,1997,Small,Tier 1,Supermarket Type1,2651.2156,101-150
FDL34,16.0,Low_Fat,0.040911824,Food,141.2496,OUT013,1987,High,Tier 3,Supermarket Type1,3387.5904,101-150
FDW50,13.1,Low_Fat,0.075563757,Food,168.1158,OUT035,2004,Small,Tier 2,Supermarket Type1,2005.3896,151-200
FDR07,21.35,Low_Fat,0.136119549,Food,94.1094,OUT019,1985,Small,Tier 1,Grocery Store,190.4188,51-100
FDW45,18.0,Low_Fat,0.03901099,Food,147.7418,OUT046,1997,Small,Tier 1,Supermarket Type1,4119.9704,101-150
FDV19,14.85,Regular,0.035400659,Food,161.9578,OUT018,2009,Medium,Tier 3,Supermarket Type2,1444.1202,151-200
FDJ52,7.145,Low_Fat,0.017783501,Food,159.4578,OUT035,2004,Small,Tier 2,Supermarket Type1,3209.156,151-200
FDW43,20.1,Regular,0.022552083,Food,226.6036,OUT017,2007,Small,Tier 2,Supermarket Type1,6831.108,201-250
FDY02,8.945,Regular,0.088002959,Food,261.391,OUT018,2009,Medium,Tier 3,Supermarket Type2,1840.937,
NCB19,6.525,Non_Edible,0.090806457,Non_Consumable,86.4882,OUT017,2007,Small,Tier 2,Supermarket Type1,1631.8758,51-100
NCD42,16.5,Non_Edible,0.012657494,Non_Consumable,36.3506,OUT049,1999,Medium,Tier 1,Supermarket Type1,872.8638,0-50
